Date,Location,2535 � Sales Tax Coll,4000-00 � Rental Income,4100-00 � Cash Sales,4102-00 � Cash Sales - Non-inventory,4105-00 � Early Purchase Option,4200-00 � Roll Pro,4205-00 � Collection Fee - In-House,4210-00 � Reinstatement Fees,4214-00 � Other Fees - Alignments,4215-00 � One Time Fees,4225-00 � NSF Check Fees,4230-00 � Other Miscellaneous Income,4235-00 � Sales Tax Collected,4240-00 � Roll Safe,4250-00 � Chargebacks,4245-00 � Management Fee,4300-00 � Sub-franchisee Royalty Income,5000-00 � Depreciation - Inventory,5101-00 � Paid Out & EPO Charge Offs,5102-00 � Cash Sale Charge Offs,5103-00 � Skip/Stolen Charge Offs,5104-01 � Insurance Charge Offs,5104-02 � Returned Damaged/Non-Repairable,5104-00 � Non-Repairable Charge Offs - Other,5105-00 � Other Charge off,5105-01 � Past Due Account Charge Off,5106-00 � Inventory Cost Adjustment,5100-00 � Charge Off Expense - Other,5400-00 � Club Remittance,5500-00 � Rent Refunds,6070-00 � Parts - Inventory Repair,6071-00 � Labor - Inventory Repair,6069-00 � Inventory Repairs - Other,6500-00 � Radio - Admin,6505-00 � Television Advertising,6508-00 � Radio & TV Production,6510-00 � Print Media,6511-00 � Print Production,6512-00 � Postage - Advertising,6513-00 � Freight - Advertising,6514-00 � Newspaper/Magazine Advertising,6520-00 � Other Print,6525-00 � Telephone Directories,6535-00 � Marquee/Billboards,6540-00 � Customer Referrals,6541-00 � Website Development,6550-00 � Sponsorships,6551-00 � Internet/Online,6490-00 � Advertising and Promotion - Other,6530-00 � Special Events,6545-00 � Website,6018-00 � Cash Short (Long),6031-00 � VIN Search Fees,6515-00 � Internal Postage,6560-00 � Administrative & Collections,6555-00 � Other Selling Expenses - Other,6001-00 � Selling Expense - Other,6020-00 � Bad Checks,6021-00 � NSF Check Fees,6023-00 � Bank Card Fees,6025-00 � Bank Service Charges,6026-00 � Late Fees,6019-00 � Bank Charges - Other,6002-00 � General & Admin Expense - Other,6034-00 � Legal Fees,6035-00 � Accounting Fees,6036-00 � Consulting Fees,6029-00 � Professional Fees - Other,6040-00 � Property & General Liability,6045-00 � Officer's Life,6039-00 � Insurance Expense - Admin - Other,6000-00 � Office Supplies,6010-00 � Postage,6015-00 � Freight,6065-00 � General Supplies,"6059-00 � Postage, Freight & Supplies - Other",6300-00 � Rent Expense,6305-00 � Utilities,6310-00 � Property Insurance,6315-00 � Security,6320-00 � Pest Control,6325-00 � Repair & Maintenance Building,6326-00 � Relocation Expenses,6068-00 � Occupancy Expense - Other,6330-00 � Repairs & Maintenance - Equip,6335-00 � Equipment Rental,6079-00 � Equipment Expense - Other,"6100-00 � Depreciation Expense - F,F&E",6105-00 � Amortization Expense,6400-00 � Repair & Maintenance - Vehicles,6405-00 � Fuel & Oil - Vehicle,6410-00 � Lease - Vehicle,6420-00 � Vehicle Insurance,6430-00 � Vehicle Licenses,6399-00 � Vehicle Expense - Other,6499-00 � Depreciation Expense,6085-00 � Charitable Contributions,6090-00 � Customer Settlements,6598-00 � Other - Other,6600-00 � Software license fees,6610-00 � Computer Supplies,6615-00 � Computer Maintenance & Repair,6650-00 � Telephone & Communications,6599-00 � Computer & Internet Expenses - Other,6999-00 � Miscellaneous Expense,6201-00 � Salary,Total 6202-00 � Hourly,6203-00 � Overtime hourly,6204-00 � Holiday,6205-00 � Bonus,6205-99 � Bonus Reimbursement Due,6200-00 � Salaries & Wages - Other,6077-00 � Mileage Reimbursement,6075-00 � Travel Expense,6078-00 � Meals & Entertainment,6074-00 � Travel & Entertainment - Other,6082-00 � Dues - Deductible,6095-00 � Dues - Non Deductible,6081-00 � Dues & Subscriptions - Other,6227-00 � FFCRA Taxes,6221-00 � Unemployment Taxes,6226-00 � FICA Match,6220-00 � Payroll Taxes - Other,6235-00 � Retirement Benefits,6225-00 � Group Health & Life Insurance,6230-00 � Worker's Compensation,6239-00 � Insurance Expense - Employee - Other,6240-00 � Medical Expenses,6245-00 � Employee Procurement,6246-00 � Drug Screening,6250-00 � Employee Moving Expense,6255-00 � Seminars & Education,6260-00 � Employee Training,6265-00 � Uniforms,6270-00 � Awards & Gifts,6275-00 � Banquet,6280-00 � Special Events,6285-00 � Leased Employees,6370-00 � Moving Expense - Administrative,7011-00 � Other Employee Expense - Other,7010-00 � Payroll Expenses - Other,6050-00 � Franchise Tax,6052-00 � Personal Property,6054-00 � Real Estate,6056-00 � Sales & Use Tax,6058-00 � Waste Tire tax,6060-00 � Miscellaneous Tax,6080-00 � Business Licenses & Permits,6086-00 � Fines & Penalties,6088-01 � Royalty Fees Sherwood,6088-02 � Royalty Fees Mabelvale,6088-03 � Royalty Fees Conway,6088-04 � Royalty Fees Fayetteville,6088-05 � Royalty Fees Rogers,6088-06 � Royalty Fees Dallas,6088-07 � Royalty Fees Ft Smith,6088-91 � Royalty Fees Admin,6088-00 � Royalty Fees - Other,"7013-00 � Tax, License & Permit Expense - Other",6030-00 � Operational Overhead,7001-00 � Proceeds from Sale of Assets,7001-06 � Sale of Dallas,7002-00 � Other Income,7003-00 � Interest Income,7004-00 � Purchase Discount,7006-00 � Insurance Proceeds Received,7001-01 � Loss on Disposal of assets,8000-00 � Interest Expense,9000-00 � Overhead Allocation,9999-00 � Ask My Accountant,Customers,Deliveries,Pickups,Payoffs,Skips,$Ideal/Cust,$Ideal/Agre,Beg Ideal,End Ideal
07/31/2021,2425,0,108407.79,16258.91,0,24683.73,11599.34,0,12524.4,7640.77,691.55,0,1820.74,0,5040.56,0,0,0,28290.54,14507.15,7912.44,0,6800.81,705.39,0,0,3700.18,-2.84,0,3311.38,0,0,0,0,5538.17,0,0,320.17,0,0,0,0,0,0,0,0,0,0,977.01,0,0,0,-84.84,0,0,0,0,0,0,0,2525.73,0,0,0,0,0,5660.03,0,0,1311.42,0,0,384.99,0,284,5188.51,0,9000,1484.19,0,37.32,0,4255.91,0,0,0,0,0,2848.21,31.25,0,556.81,0,174.64,0,0,0,0,0,0,372.65,0,0,821.83,0,0,6935,14975.17,2549.67,528,7713.59,0,0,0,0,0,0,13.33,0,0,0,96.95,2429.45,0,489.08,2837.39,184.53,0,0,78.33,0,0,0,766.37,231.98,0,0,0,0,0,0,0,0,546.31,771.37,-138.44,1325.4,0,0,0,0,0,0,0,0,0,0,0,5605.41,0,8454.32,0,0,320.15,0,360.47,0,0,0,0,0,605,169,88,76,13,187.47,130.52,116425,113421
07/31/2021,2426,0,85398.29,92.21,0,16149.98,9495.97,0,6321.45,6103.56,1559.28,0,1946.11,0,4337.62,0,0,0,21963.14,12695.32,85,0,6661.29,1012.04,0,0,5744.47,474.75,0,2755.74,0,0,0,0,10296,0,0,46.87,0,0,0,0,0,0,0,0,0,0,976.94,0,0,0,39.18,0,0,0,0,0,0,0,2042.09,0,0,0,0,0,3942.13,0,0,1603.86,0,0,751.1,0,426,1526.35,0,9000,981.54,0,0,0,29.99,0,0,11.11,0,0,2083.29,31.25,0,458.3,0,188.14,0,0,0,0,0,0,372.65,129.4,0,247.93,0,0,2698,11210.19,1304.8,280,3926.27,0,0,0,0,100.62,0,13.33,0,0,-202.88,206.4,1668.78,0,0,1505.92,312.12,0,0,198.08,96,0,0,740.66,360.37,0,0,0,0,0,0,0,30,12.31,59.49,-23.66,765,0,0,0,0,0,0,0,0,0,0,0,3883.75,0,8454.32,0,0,0,0,91.94,0,0,0,0,0,559,139,40,51,15,173.55,125.34,93399,97015
07/31/2021,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1384.7,0,0,0,0,0,0,0,0,0,-2600.35,0,0,0,0,11050,0,0,1650,0,2000.09,0,3.24,0,0,0,0,0,19.77,0,0,0,0,0,0,0,0,0,6743.75,0,1246.39,1400.8,0,541.24,0,284.72,0,50329.68,0,0,0,220.88,0,164.58,0,0,39890.02,0,0,0,0,-390,0,0,16317.99,1757.54,0,0,0,0,0,0,761.48,0,1595.6,709.66,13.21,323.01,0,29.25,0,0,3040,0,0,336.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2417500,0,198351.32,0,0,7843.68,0,0,,,,,,,,,
07/31/2021,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,378.8,0,0,0,0,0,0,0,3800,244.66,0,36.89,0,0,0,0,0,0,0,0,0,0,0,0,129.8,0,0,0,0,0,0,0,0,0,421.97,0,0,0,0,0,0,0,-300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,251.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4985.67,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
07/31/2021,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65119.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
07/31/2021,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,691.71,0,0,0,0,0,2012.18,0,0,166.28,66,0,0,0,0,0,0,0,0,390.78,0,220.52,422.99,0,158.55,0,0,0,0,0,0,0,0,0,128.01,0,0,0,0,0,0,0,0,0,0,0,48.91,0,0,0,0,0,0,0,0,0,0,0,0,0,29.25,48,0,0,0,0,0,0,0,0,0,0,0,0,11.71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4394.89,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
07/31/2021,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-172057.52,0,0,0,0,0,1663.71,0,0,0,0,7372,587.61,0,37.32,0,555.51,0,0,0,0,0,2565.6,0,29.99,206.23,0,145.88,0,0,0,0,0,0,0,146.7,0,600,0,0,40833.36,3510.26,324.27,144,5909.21,0,0,0,400,0,0,363.33,0,0,0,8.78,3810.97,0,1743.82,3487.37,16.93,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,163.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
07/31/2021,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1405,0,0,600,0,0,0,0,0,0,0,0,0,0,0,0,4887.86,0,-1686.97,0,0,0,0,0,0,0,-642.3,1375.62,0,0,0,149,0,0,0,0,0,0,2787.34,378.26,100.12,94.03,0,0,0,0,328.48,0,65,0,0,797.88,0,0,9915.67,0,3681.92,4706.61,0,5371.5,61.78,0,0,0,0,0,3168,1470.42,0,6053.69,0,0,83066.62,17392.28,939.17,746,31868.33,0,0,0,11804.86,1913.96,0,1157.82,0,0,0,154.88,9992.06,0,3509.15,9967.27,379.86,0,0,49.08,0,0,2408.59,475,-16.32,2289.81,0,0,0,0,0,0,0,1750.02,840.79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-227340.64,0,0,0,0,-1582.5,0,0,0,0,0,,,,,,,,,
06/30/2021,2401,0,95645.92,17642.11,0,15097.27,11241.19,0,9327.93,6399.68,1476.66,0,2823.47,0,4799.69,0,0,0,24300.38,12470.14,10472.85,0,3798.46,791.28,0,0,2610.19,-234.7,0,3184.73,0,0,0,0,3922.6,0,0,0,0,0,0,0,0,0,0,0,0,0,1017.08,0,0,0,-457.08,0,0,0,0,0,0,0,3806.73,25,0,0,0,0,4933.62,0,0,895.17,0,0,482.1,0,396,2596.56,0,7000,2424.79,0,21.16,0,236.62,0,0,0,59.3,0,754.38,0,30,618.3,0,176.22,0,0,0,0,0,0,333.5,0,0,1086.51,0,0,6222.5,12722.78,1315.14,0,8999.36,0,0,0,0,89.02,0,13.33,0,0,0,0,2160.64,0,523.07,3285.96,161.83,0,0,49.08,0,0,0,766.38,196.15,0,0,0,0,0,0,0,0,811.4,351.92,86.5,1196.4,0,0,0,0,0,0,0,0,0,0,0,4848.91,0,6519.59,0,0,623,0,317.92,0,0,0,0,0,578,142,54,69,6,168.68,114.17,94695,97499
06/30/2021,2402,0,94629,4746.41,0,13856.25,11557.62,0,9320.19,6130.53,1309.49,0,5788.09,0,5463.5,0,0,0,23295.28,7205.93,2263.92,0,6126.46,1212.84,0,0,4129.23,-29.25,0,3372.88,0,0,0,0,3903.85,0,0,233.01,0,0,0,0,0,0,0,0,0,0,1017.08,0,0,0,13.01,0,0,0,0,0,0,0,2087.33,0,0,0,0,0,4584.03,0,0,728.59,0,0,399.99,0,280,1494.76,0,6000,1640.99,0,37.06,0,32.69,0,0,0,59.3,0,1877.26,0,0,269.58,0,176.22,0,0,0,0,0,0,333.5,0,0,1529.87,0,0,5415,10562.78,462.03,0,7276.99,0,0,0,0,12.74,0,13.33,0,0,0,0,1796.11,0,325.29,2885.33,133.19,0,0,78.33,48,0,0,766.38,238.52,0,0,0,0,0,0,0,0,788.52,205.33,131,792.3,0,0,0,0,0,0,0,0,0,0,0,4410.39,0,6519.59,0,0,0,0,240.98,0,0,0,0,0,535,117,74,51,1,186.82,121.89,100192,99950
06/30/2021,2403,0,84970.2,7510.38,0,15498.32,10309.8,0,5068.89,6300.58,691.77,0,4491.36,0,3631.41,0,0,0,21253.12,9461.59,3666.2,0,5248.43,655.28,0,0,6430.2,-85.73,0,2758.38,0,0,112,0,4022.6,0,0,0,0,0,0,0,0,0,0,0,0,0,1017.08,0,0,0,6.8,0,0,0,0,0,0,0,2200.99,0,0,0,0,0,4154.18,0,0,918.26,0,0,189.99,0,510,2511.65,0,7000,1045.66,0,37.1,0,550.21,0,0,1221.52,59.3,0,1341.81,0,0,490.75,0,176.22,0,0,0,0,0,0,333.5,0,0,1331.33,0,0,5272.5,12995.12,899.17,0,5755.73,0,0,0,0,60.38,0,13.33,0,0,-32.69,0,1853.13,0,720.22,3781.33,143.56,0,0,49.08,0,0,0,766.38,127.24,0,0,0,0,0,0,0,0,577.73,262.87,118,1234.05,0,0,0,0,0,0,0,0,0,0,0,4019.44,0,6519.59,0,0,130,0,262.85,0,0,0,0,0,614,138,34,59,7,164.43,116.58,95495,100957
06/30/2021,2404,0,81994.75,8444.09,0,15724.2,10623.42,0,8751.46,6939.3,478.89,0,3931.33,0,4377.78,0,0,0,21868.21,8280.38,4409,0,1817.44,116.06,0,0,3863.46,652.58,0,2993.5,0,0,0,0,5851.73,0,0,0,0,0,0,0,0,0,0,0,0,0,1017.08,0,0,0,-0.1,0,0,0,0,0,0,0,2064.75,0,0,0,0,0,4237.96,0,0,926.51,0,0,716.17,0,250,3897.28,0,7000,1042.96,0,17.56,0,874.19,0,0,49.48,79,0,1573.16,0,0,542.76,0,130.89,0,0,0,0,0,0,333.5,0,0,890.08,0,0,5130,14911.24,1183.76,0,2982,0,0,0,0,0,0,13.33,0,0,0,137.05,1842.09,0,460.99,1990.72,136.51,0,0,49.08,48,0,0,766.38,211.37,130.9,0,0,0,0,0,0,0,628.39,324.5,170.95,897.15,0,0,0,0,0,0,0,0,0,0,0,4120.02,0,6519.59,0,0,56.25,0,265.94,0,0,0,0,0,645,182,79,46,7,153.49,112.5,92575,99001
06/30/2021,2405,0,76037.52,17502.81,0,14350.87,9451.53,0,8875.6,5772.89,611.42,0,1823.17,0,3677.59,0,0,0,19828.62,10999.64,8004.04,0,3298.77,1951.99,0,0,6933.72,-183.33,0,2604.12,0,0,0,0,5351.77,0,0,0,0,0,0,0,0,0,0,0,0,0,1017.08,0,0,0,356.2,0,0,0,0,0,0,0,1967.24,0,0,0,0,0,4143.1,0,0,893.67,0,0,865.04,0,103,4750.5,0,7000,1153.03,0,17.52,0,683.1,0,0,0,56.11,0,2078.17,0,0,707.7,0,176.22,0,0,0,0,0,0,333.5,194.15,0,1106.55,0,0,5082.5,12160.19,1727.92,0,3999.54,0,0,0,476.32,0,0,13.33,0,0,0,77.66,1737.9,0,309.07,2941.45,131.28,0,0,49.08,0,0,0,766.38,102.24,270.56,0,0,0,0,0,0,0,932.93,829.54,212,1031.7,0,0,0,0,0,0,0,0,0,0,0,4088.41,0,6519.59,0,0,0,0,250.02,0,0,0,0,0,605,128,45,50,14,174.7,12.62,102049,105692
06/30/2021,2406,0,114633.05,3419.76,0,20777.74,14115.25,0,8119.81,7760.9,637.53,0,8117.05,0,6042.01,0,0,0,29903.06,13290.48,1721.88,0,7887.88,2282.72,0,0,6023.69,32.51,0,3974.76,0,110.56,768.73,0,3922.6,0,0,8.33,0,0,0,0,0,0,0,0,0,0,1017.08,0,0,0,77.21,0,0,0,0,0,0,0,2750.9,0,0,0,0,0,5508.69,0,0,944.92,0,0,923.68,0,408,3186.03,0,9000,1346.64,0,21.26,0,32.69,0,0,0,59.3,0,1606.22,663.88,353.16,110.33,0,176.22,0,0,0,0,0,0,333.5,0,0,987.57,0,0,6507.5,16773.91,1660.21,0,7102.13,0,0,0,0,371.7,0,13.33,0,0,0,0,2348.18,0,288.46,4599.52,179.37,0,0,49.08,0,0,0,766.38,114.08,0,0,0,0,0,0,0,0,940.25,791.47,8.11,961.35,0,0,0,0,0,0,0,0,0,0,0,5265.18,0,6519.59,0,0,0,0,297.64,0,0,0,0,0,737,129,73,75,10,163.83,110.17,121154,120745
06/30/2021,2407,0,148367.85,9999.93,0,34834.39,17819.26,175,12398.31,10787.35,483.62,0,2152.79,0,6343.6,0,0,0,39461.78,17214.07,4694.78,0,6715.35,7254.32,0,0,8320.93,-252.25,0,4783.66,0,0,0,0,5990.25,0,0,182.28,0,0,0,0,0,0,0,0,0,0,1017.08,0,0,0,-52.67,0,0,0,0,0,0,0,3671.76,0,0,0,0,0,7300.86,0,0,1159.66,0,0,985.24,0,279,5877.84,0,11100,1014.3,0,37.32,43.9,544.21,0,0,0,56.11,0,1256.34,0,0,702.26,0,334.77,0,0,0,0,0,0,333.5,2936.89,0,1159.04,90,0,9025,21755.34,5217.56,0,7754.56,0,0,0,0,0,0,13.33,0,0,0,273,3321.91,0,839.87,4345.31,263.16,0,0,107.58,96,0,0,766.38,244.38,0,0,0,0,0,0,0,0,893.32,714.02,-94.19,1468.05,0,0,0,0,0,0,0,0,0,0,0,7236.28,0,6519.59,0,0,251.11,0,467.66,0,0,0,0,0,1058,225,93,96,9,167.37,121.04,172706,177081
06/30/2021,2408,0,141596.73,5205.03,0,17498.83,16099.67,0,9291.43,10102.64,1371.08,0,3931.15,0,5655.55,0,0,0,35448.34,16236.49,2601.62,-137.52,7388.97,3329.67,0,0,7535.87,-177.41,0,4308.45,0,814.71,0,0,4650,0,0,0,0,0,0,0,0,0,0,0,0,0,1017.08,0,556.34,0,803.77,0,0,0,0,0,0,0,3682.7,0,0,0,0,0,6322.56,0,0,1035.51,0,0,802.13,0,0,6361.5,0,9475,945.02,0,21.17,0,439.54,0,0,2787.84,59.96,0,2192.06,145.83,36,519.26,0,168.39,0,0,0,0,0,0,333.5,0,0,1785.6,0,0,8027.5,17121.45,2870.72,0,12230.54,0,0,0,0,234.97,0,13.33,0,0,0,174.64,3030.37,0,140.12,3145.26,222.78,0,0,857.58,480,0,0,766.38,270.4,0,0,0,0,0,0,0,0,726.03,693.28,66.69,1561.2,0,0,0,0,0,0,0,0,0,0,0,6204.63,0,6519.59,0,0,0,0,371.5,0,0,0,0,0,1029,212,51,88,8,164.01,119.69,160171,168762
06/30/2021,2409,0,85730.97,5054.69,0,21403.97,10983.73,0,5354.91,6707.63,1269.9,0,2336.08,0,3392.72,0,0,0,23155.8,13825.72,1962.36,0,3055.54,128.49,0,0,5665.09,-244.77,0,2852.38,0,240,0,0,4650,0,0,0,0,0,0,0,0,0,0,0,0,0,1017.08,0,0,0,18.08,0,0,0,0,0,0,0,2405.63,0,0,0,0,0,4267.04,0,0,900.09,0,0,492.17,0,0,1812.97,0,7000,599.4,0,20.92,0,32.57,0,0,638.94,59.96,0,1322.1,125,0,360.2,0,145.89,0,0,0,0,0,0,333.5,0,0,1239.74,0,0,5320,12905.49,626.1,0,5302.83,0,0,0,0,41.2,0,13.33,0,0,0,78.23,1745.85,0,282.44,2523.47,140.19,0,0,78.33,0,0,0,766.38,171.54,0,0,0,0,0,0,0,0,447.3,299.24,93.57,914.55,0,0,0,0,0,0,0,0,0,0,0,4196.96,0,6519.59,0,0,0,0,254.56,0,0,0,0,0,620,134,38,71,6,159.56,121.83,94589,98926
06/30/2021,2410,0,84986.1,1030,0,14169.46,10352.6,0,4651.03,6802.78,569.69,0,2814.94,0,4888.05,0,0,0,21180.97,11078.27,361.22,0,2562.19,886.68,0,0,6089.71,363.8,0,3018.01,0,0,0,0,5885,0,0,0,0,0,0,0,0,0,0,0,0,0,1017.08,0,0,0,-66.83,0,0,0,0,0,0,0,2243.77,0,0,0,0,0,3907.94,0,0,1003.17,0,0,0,18.05,0,5046.9,0,7000,1143.21,0,19.5,0,0,0,0,0,59.96,0,574.81,125,0,306.63,0,176.22,0,0,0,0,2131.18,0,333.5,0,0,1389.86,0,0,5160,10453.54,2217.95,0,3775.49,0,0,0,0,15.13,0,13.33,0,0,0,101.95,1641.09,0,362.4,2440.83,320.73,0,0,99.18,96,0,0,766.38,192.82,0,0,0,0,0,0,0,0,232.93,870.98,0,147.5,0,0,0,0,0,0,0,0,0,0,0,3823.49,0,6519.59,0,0,0,0,229.64,0,0,0,0,0,681,127,40,52,7,172.57,119.7,113436,117520
06/30/2021,2411,0,75553.94,11650.85,0,19828.02,11030.3,0,3744.5,6388.52,780.51,0,2509.82,0,2651.6,0,0,0,20919.94,11025.58,5611.54,-686.14,2895.04,636.34,0,0,9179.8,-485.04,0,2700.2,0,0,0,0,6115,0,0,50,0,0,0,0,0,0,0,0,0,0,1017.08,0,0,0,0,0,0,0,0,0,0,0,2443.44,32.48,0,0,0,0,4024.14,0,0,894.42,0,0,1371.75,0,0,5074.04,0,5000,651.96,0,34,0,29.99,0,0,1055.93,59.96,0,1337.77,31.25,0,405.69,0,205.14,0,0,0,0,-100,0,333.5,0,0,451.13,0,0,5082.5,12214.72,1956.12,0,5000.22,0,0,0,0,72.46,0,13.33,0,0,0,77.76,1809.16,0,586.72,2635.35,353.74,0,0,299.08,96,0,0,766.38,156.31,0,0,0,0,0,0,0,0,39.13,126.23,-56.64,188.5,0,0,0,0,0,0,0,0,0,0,0,3948.85,0,6519.59,0,0,0,0,226.28,0,0,0,0,0,650,146,36,52,7,150.67,114.01,91387,97932
06/30/2021,2412,0,104238.69,16705.45,0,19380.46,12996.68,0,10083.64,7691.33,711.21,0,3048.84,0,5437.08,0,0,0,27265.4,8682.3,7980.32,0,4529.17,305.17,0,0,13797.36,-1949.97,0,3646.78,0,0,0,0,4688,0,0,0,0,0,0,0,0,0,0,0,0,0,1017.08,0,0,0,21.85,0,0,0,0,0,0,0,3431.05,0,0,0,0,0,5408.8,0,0,1098.84,0,0,719.96,0,314,1857.5,0,7000,1149.28,0,33.05,0,29.99,0,0,0,58.61,0,915.34,125,300.68,681.51,0,315.19,0,0,0,0,0,0,333.5,0,0,696.89,0,0,10483.32,14026.1,1766.41,0,7803.55,0,0,0,0,0,0,13.33,0,0,0,97.2,2589.26,0,676.44,3358.07,487.01,0,0,86.33,80,0,0,766.38,383.17,0,0,0,0,0,0,0,30,884.95,321.54,0,666,0,0,0,0,0,0,0,0,0,0,0,5317.34,0,6519.59,0,0,82.38,0,163.01,0,0,0,0,0,707,119,55,56,3,171.05,120.69,120224,120933
06/30/2021,2413,0,82755.27,14570.6,0,15276.41,7998.4,0,4887.21,5518.56,789.03,0,2767.05,0,3295.07,0,0,0,20441.37,10574.92,6381.48,-1090.64,2448.82,69.99,0,0,4210.57,-293.78,0,2232.7,0,0,0,0,8168.6,0,0,0,0,0,0,0,0,0,0,0,0,0,1017.08,0,0,0,53.55,0,0,0,0,0,0,0,2042.57,0,0,0,0,0,4135.73,0,0,980.09,0,0,92.93,0,290,1044.67,0,9000,701.21,0,21.35,0,370.16,0,0,0,118.6,0,714.78,31.25,925.65,94,0,102.05,0,0,0,0,0,0,333.5,0,0,701.92,0,0,5272.5,10708.12,657.22,0,4869.62,0,0,0,0,0,0,13.33,0,0,0,1.22,1624.59,0,348.51,2447.45,120.52,0,0,299.08,48,0,0,766.38,113.36,0,0,0,0,0,0,0,0,412.14,624.83,37.58,760.95,0,0,0,0,0,0,0,0,0,0,0,4052.72,0,6519.59,0,0,0,0,278.35,0,0,0,0,0,495,91,28,56,6,172.44,127.78,84274,85357
06/30/2021,2414,0,69695.8,6684,0,5658.46,7508.51,0,5795.3,4352.46,584.51,0,4342.88,0,3449.22,0,0,0,16372.18,5608.47,3348.52,0,7093.96,2360.72,0,0,1945.23,-445.7,0,2173.49,0,240,0,0,3323,0,0,0,0,0,0,0,0,0,0,0,0,0,1017.08,0,0,0,94.68,0,0,0,0,0,0,0,1746.73,0,0,0,0,0,3242.13,0,0,983.51,0,0,337.96,0,0,1784.6,0,4000,859.66,0,37.57,0,33.14,0,0,1261.81,56.96,0,1692.17,31.25,0,809.81,0,176.22,0,0,0,0,0,0,333.5,0,0,1356.68,0,0,4166.66,9942.28,1066,0,3411.2,0,0,0,499.3,0,0,13.33,0,0,0,30.42,1319.88,0,316.43,2968.15,103.44,0,0,78.33,0,0,0,766.38,225.18,0,0,0,0,0,0,0,0,460.74,174.06,99.36,580.8,0,100,0,0,0,0,0,0,0,0,0,3111.85,0,6519.59,0,0,0,0,228.14,0,0,0,0,0,449,83,37,35,6,192.21,127.47,84014,86300
06/30/2021,2415,0,89642.69,10232.23,0,11168.84,13090.53,0,8550.63,6667.86,1081.84,0,4606.2,0,5012.96,0,0,0,22822,10378.89,5414.46,0,6945.56,776.37,0,0,10519.02,175,0,3586.15,0,0,0,0,8200,0,0,0,0,0,0,0,0,0,0,0,0,0,1017.08,0,275.52,0,346.69,0,0,0,0,0,0,0,2988.46,0,0,0,0,0,4501.61,0,0,1116.59,0,0,533.94,0,322.37,2369.97,0,7000,798.11,0,75,0,211.92,0,0,631.53,229.28,0,1584.44,31.25,0,803.63,0,158.55,0,0,0,0,1570.16,0,333.5,195.34,0,484.95,0,0,5700,14861.99,1359.39,0,6190.71,0,0,0,0,91.57,0,13.33,0,0,-28.91,34.49,2118.97,0,311.67,4118.67,406.39,0,0,49.08,0,0,0,766.38,165.18,0,0,0,0,0,0,0,0,1423.53,609.95,-21.26,708.75,0,0,0,0,0,0,0,0,0,0,0,4363.43,0,6519.59,0,0,0,0,138.41,0,0,0,0,0,733,165,49,62,5,155.48,110.65,106981,113966
